Categoria,Identificador,Nombre,Latitud,Longitud,Domicilio,CD ORIGEN,Turnos,RUTA,FORMATO,DIAS SUGERIDO,VIAJES,TRANSPORTE
Express - AMBA,829,829 - INC SA ARRIBE?OS 2862/2866,-34.550954,"-58,4564307",ARRIBEÑOS 2862,Malvinas,primera_ventana,Zona_Express_11_BSAS_Capital_Norte,Express,MJV,,
Express - AMBA,837,837 - INC SA MINI NUNEZ 3802,-34.557078,"-58,4800114",NUNEZ 3802,Malvinas,primera_ventana,Zona_Express_11_BSAS_Capital_Norte,Express,LXV,,
CD,1003,GIUMA,-26.205163,"-58,2100786","Paraguay 4570, Formosa",Tortuguitas,primera_ventana,,CD,n/a,,
Express - AMBA,838,838 - INC SA SOLER 4072,-34.59114,"-58,4184165",SOLER 4072,Malvinas,primera_ventana,Zona_Express_10_BSAS_Capital_Reco_Balv_SanCrist,Express,LXV,,
Express - AMBA,839,839 - INC SA MONTEVIDEO 461,-34.603647,"-58,3894064",MONTEVIDEO 461,E.Echeverria,primera_ventana,Zona_Express_10_BSAS_Capital_Reco_Balv_SanCrist,Express,MJV,,
Express - Interior,841,841-Paso de los Andes 2212 - Godoy Cruz,-32.874744,"-68,8559331",Paso de los Andes 2212,Malvinas,primera_ventana,Zona_06_Interior_Mendoza_SanJuan,Express,MJ,,
Express - AMBA,840,840-Av Donato Alvarez 194,-34.623386,"-58,4551956",Donato Alvarez 194,Malvinas,primera_ventana,Zona_Express_13_BSAS_Capital_Caballito_Flores_Almagro_Boedo,Express,LXV,,
Express - Interior,844,844-Nazaret 2950 Cordoba,-31.392589,"-64,2227007","Nazaret 2950, X5009BIH Córdoba",Malvinas,primera_ventana,Zona_Express_15_Cordoba,Express,MV,,
Express - AMBA,845,845-Diaz Colodrero 3187,-34.567132,"-58,4908314",Diaz Colodrero 3187,Malvinas,primera_ventana,Zona_Express_11_BSAS_Capital_Norte,Express,MJS,,
Express - Interior,846,846 - INC SA MINI 846 - SANTIAGO TEM,-31.431414,"-64,1937596",Santiago Temple 212 Cordoba,Malvinas,primera_ventana,Zona_Express_15_Cordoba,Express,MV,,
Express - AMBA,848,848-Avenida Elcano 4200,-34.584972,"-58,4604038",Avenida Elcano 4200,Malvinas,primera_ventana,Zona_Express_14_BSAS_Capital_Palermo_Belgrano_Chacar_VUrquiz,Express,MJS,,
Express - AMBA,849,849-Avenida Monroe 5771,-34.578493,"-58,4936172",Avenida Monroe 5771,Malvinas,primera_ventana,Zona_Express_11_BSAS_Capital_Norte,Express,XV,,
Interior,700,700 - Maxi Catamarca,-28.4644,"-65,7589278","AVENIDA GRAL SAN MARTIN 450, SAN FERNANDO DEL VALLE DE CATAMARCA",Munro,primera_ventana,Zona_08_Interior_Tucuman_Catamarca_LaRioja,Maxi,MJ,,
CD,1004,985 - Frigorifico TOLOSA,-34.935157,"-58,9741046","327G+V7 Gral. Las Heras, Provincia de Buenos Aires",Tortuguitas,primera_ventana,,CD,n/a,,
Express - Interior,847,847 - INC SA MINI 847 - AVENIDA EDEN,-31.092758,"-64,4813461","Av. Edén 499, La Falda, Córdoba",Malvinas,primera_ventana,Zona_Express_15_Cordoba,Express,LXV,,
Express - AMBA,850,850-Express Deheza 2845,-34.542572,"-58,4781588",Deheza 2845,Malvinas,primera_ventana,Zona_Express_11_BSAS_Capital_Norte,Express,MJS,,
Express - AMBA,856,856-Express Bulnes 250,-34.607736,"-58,4191288",Bulnes 250,E.Echeverria,primera_ventana,Zona_Express_13_BSAS_Capital_Caballito_Flores_Almagro_Boedo,Express,LMJ,,
Express - Interior,843,843-Proxi Montevideo 244,-32.892336,"-68,8431908",Montevideo 244,Malvinas,primera_ventana,Zona_06_Interior_Mendoza_SanJuan,Express,MJ,,
Express - AMBA,855,855-Proxi Bartolomé Mitre 4202,-34.610204,"-58,4262476",Bartolomé Mitre 4202,E.Echeverria,primera_ventana,Zona_Express_13_BSAS_Capital_Caballito_Flores_Almagro_Boedo,Express,LXV,,
Express - AMBA,858,858 - Proxi Río de Janeiro 838,-34.604566,"-58,4309129",Río de Janeiro 838,E.Echeverria,primera_ventana,Zona_Express_13_BSAS_Capital_Caballito_Flores_Almagro_Boedo,Express,LMJ,,
Express - AMBA,854,854 - Proxi Av. Bartolome Mitre 3125,-34.647172,"-58,7941699",Av. Bartolome Mitre 3125,Malvinas,primera_ventana,Zona_Express_04_BSAS_GBA_Oeste_2do_Cordon,Express,MJV,,
Express - AMBA,859,859 - Proxi Thames 647,-34.594202,"-58,4414716",Thames 647,Malvinas,primera_ventana,Zona_Express_13_BSAS_Capital_Caballito_Flores_Almagro_Boedo,Express,LXV,,
Express - Interior,853,853 - Proxi,-31.410837,"-64,1920472",Avenida Colón 636,Malvinas,primera_ventana,Zona_Express_15_Cordoba,Express,LXV,,
Express - Interior,860,860 - Proxi Lopez Y Planes 265,-30.982374,"-64,4920196","Lopez Y Planes 265, La Combre",Malvinas,primera_ventana,Zona_Express_15_Cordoba,Express,LXV,,
Express - Interior,861,861 - Proxi Prudencio Bustos 122,-31.656699,"-64,4288785","Prudencio Bustos 122, Alta Gracia",Malvinas,primera_ventana,Zona_Express_15_Cordoba,Express,LXV,,
Express - Interior,852,852 - Proxi Saenz Peña 130,-31.288376,"-64,2941914","Saenz Peña 130, Villa Allende",Malvinas,primera_ventana,Zona_Express_15_Cordoba,Express,LXV,,
AMBA,503,503 - MAXI San Vicente,-35.000556,"-58,3977358","Av. Pres. Perón 2702, B1865 San Vicente,",E.Echeverria,primera_ventana,Zona_04_BSAS_GBA_SurOeste,Maxi,LX,,
Express - Interior,836,836 - INC SA SAN PUEYRRED?N 283/291,-32.899268,"-68,8549568",836 - INC SA SAN PUEYRREDON 283/291,Malvinas,primera_ventana,Zona_06_Interior_Mendoza_SanJuan,Express,MJ,,
CD,986,986-Frigorifico Tres Lomas,-36.445314,"-62,8907985",Frigorifico Tres Lomas,Tortuguitas,primera_ventana,,CD,n/a,,
Express - Interior,851,"851 - Proxi Ozamis 31, maipu, Mza",-32.985768,"-68,7907863","Ozamis 31, maipu, Mza",Malvinas,primera_ventana,Zona_06_Interior_Mendoza_SanJuan,Express,MJ,,
Interior,506,506 - Maxi Resistencia,-27.438155,"-59,0151961","Av Alvear 2505, Resistencia, Chaco",Munro,primera_ventana,Zona_05_Interior_Chaco_Corrientes_Formosa,Maxi,MJ,,
AMBA,505,505 - Maxi Pilar,-34.396269,"-58,8442101","Ruta 25 6500 Pilar, Buenos Aires",Munro,primera_ventana,Zona_27_BSAS_GBA_Norte,Maxi,MJS,,
Interior,504,504 - Maxi Cacheuta Cordoba,-31.460009,"-64,2158172","Cacheuta 4419, Córdoba",Munro,primera_ventana,Zona_15_Cordoba,Maxi,JS,,
AMBA,505,505- Maxi Pilar,-34.396389,"-58,8438244",Ruta 25 6500,Munro,primera_ventana,Zona_27_BSAS_GBA_Norte,Maxi,MV,,
Express - Interior,842,842 - INC SA MINI JUAN AGUST?N MAZA,-32.952391,"-68,7879748","J A MAZA 2777, MAIPU, MZA",Malvinas,primera_ventana,Zona_06_Interior_Mendoza_SanJuan,Express,MJ,,
CD,1005,908 - EIFEL,-34.44722,"-58,7158325",Ingeniero Eiffel 4180,Tortuguitas,primera_ventana,,CD,n/a,,
CD,908,908 - Eifel,-34.44906,"-58,7189426",Ing. Eifel 4180,Tortuguitas,primera_ventana,,CD,n/a,,
Express - AMBA,864,864 - INC SA MINI FRAY CAYETANO,-34.622685,"-58,4652478",Fray Cayetano Rodriguez 635,Malvinas,primera_ventana,Zona_Express_13_BSAS_Capital_Caballito_Flores_Almagro_Boedo,Express,MJV,,
Interior,507,507 - Maxi Mendoza San Martin,-33.081627,"-68,4702006","Balcarce 141, San Martín, Provincia de Mendoza",Munro,primera_ventana,Zona_06_Interior_Mendoza_SanJuan,Maxi,LX,,
Express - Interior,863,863 - INC SA SARMIENTO LAVALLE - MEN,-32.72045,"-68,5958567","Sarmiento 119, Villa Tulumaya, Lavalle, Provincia de Mendoza",Malvinas,primera_ventana,Zona_06_Interior_Mendoza_SanJuan,Express,MJ,,
Express - AMBA,866,866 - INC SA MINI AVENIDA MONTES DE,-34.646744,"-58,373122",Avenida Montes de Oca 1714,E.Echeverria,primera_ventana,Zona_Express_09_BSAS_Capital_Sur,Express,XJV,,
Express - AMBA,868,868 - INC SA MINI GALLO 931,-34.598808,"-58,4122816",868 - INC SA MINI GALLO 931,E.Echeverria,primera_ventana,Zona_Express_10_BSAS_Capital_Reco_Balv_SanCrist,Express,LXV,,
AMBA,508,508 - Maxi San Miguel,-34.564784,"-58,6584125","AVENIDA PRES ARTURO ILLIA 179, Bella Vista",Munro,primera_ventana,Zona_02_BSAS_GBA_Oeste,Maxi,MJS,,
Express - Interior,857,857 - INC SA MINI PERITO MORENO 341,-32.928972,"-68,8447429",Perito Moreno 341,Malvinas,primera_ventana,Zona_06_Interior_Mendoza_SanJuan,Express,MJ,,
Express - AMBA,870,870 - INC SA MINI GODOY CRUZ CAPITAL,-34.579646,"-58,4254177",Godoy Cruz 2681,Malvinas,primera_ventana,Zona_Express_14_BSAS_Capital_Palermo_Belgrano_Chacar_VUrquiz,Express,LXV,,
Express - Interior,865,865 - INC SA EXPRESS AVENIDA SAN MAR,-31.239233,"-64,4647674",Av. San Martin 623,Malvinas,primera_ventana,Zona_Express_15_Cordoba,Express,LXV,,
Express - Interior,834,834 - INC SA SAN LORENZO 690 (MENDOZ,-32.892097,"-68,84919","SAN LORENZO 690,MENDOZA",Malvinas,primera_ventana,Zona_06_Interior_Mendoza_SanJuan,Express,MJ,,
Express - Interior,872,872 - EXPRESS AVENIDA SAN MART?N 484,-31.167852,"-64,319479","San Martín 4840,rio ceballo, cordoba",Malvinas,primera_ventana,Zona_Express_15_Cordoba,Express,MV,,
Express - Interior,222,222 - INC SA EXPRESS PARANA,-31.423289,"-64,1796194",PARANA 473,Malvinas,primera_ventana,Zona_Express_15_Cordoba,Express,LJ,,
Express - Interior,225,225 - INC SA EXPRESS-BARRANQUITA PLA,-31.380158,"-64,2447887","Jose Roque Funes 1145, Barranquitas Plaza",Malvinas,primera_ventana,Zona_Express_15_Cordoba,Express,MV,,
Express - Interior,223,223 - INC SA EXPRESS-OCTAVIO PINTO,-31.389191,"-64,2154694",Octavio Pinto 2665 - Cordoba,Malvinas,primera_ventana,Zona_Express_15_Cordoba,Express,MV,,
Express - Interior,873,873 - INC SA EXPRESS-SANTIAGO DERQUI,-31.425798,"-64,1872526",Santiago Derqui 33 - Cordoba,Malvinas,primera_ventana,Zona_Express_15_Cordoba,Express,LJ,,
CD,937,937 - INC SA - BASE SALTA,-24.818251,"-65,4091785",937 - INC SA - BASE SALTA,Tortuguitas,primera_ventana,,CD,n/a,,
Express - AMBA,236,236 - INC SA AVENIDA RIVADAVIA,-34.62935,"-58,4648193",AVENIDA RIVADAVIA 7070,E.Echeverria,primera_ventana,Zona_08_BSAS_Capital_10,Express,MJV,,
Express - Interior,224,224 - INC SA EXPRESS-AMBROSIO OLMOS,-31.431984,"-64,1925929",Ambrosio Olmos 998 - Cordoba,Malvinas,primera_ventana,Zona_Express_15_Cordoba,Express,MV,,
Express - Interior,874,874 - INC SA EXPRESS-CARAFFA,-31.387164,"-64,2151107",Av. Emilio Caraffa 2679 - Cordoba,Malvinas,primera_ventana,Zona_Express_15_Cordoba,Express,LXV,,
Express - Interior,867,867 - INC SA EXPRESS 9 DE JULIO,-31.090859,"-64,4853361","9 DE JULIO 156, la falda",Malvinas,primera_ventana,Zona_Express_15_Cordoba,Express,LXV,,
Express - AMBA,245,245 - INC SA EXPRESS AVENIDA SAN MAR,-34.60204,"-58,4674997",245 - INC SA EXPRESS AVENIDA SAN MAR,Malvinas,primera_ventana,Zona_Express_12_BSAS_Capital_Oeste,Express,MJV,,
Express - Interior,280,280 - INC SA AVENIDA REP?BLICA DE CH,-31.378232,"-64,2775894","Av.Rep. de China 1045, CBA",Malvinas,primera_ventana,Zona_Express_15_Cordoba,Express,MV,,
Express - Interior,281,281 - INC SA SAGRADA FAMILIA,-31.386599,"-64,2275233","Av. Sagrada Familia 1305, CBA",Malvinas,primera_ventana,Zona_Express_15_Cordoba,Express,LJ,,
Express - Interior,269,269 - INC SA EXPRESS TIBURCIO BENEGA,-32.87501,"-68,847511",Tiburcio Benegas 2306 - MZA,Malvinas,primera_ventana,Zona_06_Interior_Mendoza_SanJuan,Express,MJ,,
Express - Interior,194,194 - INC SA MINI - JACINTO DE A,-31.389491,"-64,1341073","JACINTO DE ALTOLAGUIRRE 1679, CBA",Malvinas,primera_ventana,Zona_Express_15_Cordoba,Express,MV,,
AMBA,71,MAXI CANUELAS,-35.036923,"-58,7599918",Ruta 205 Km. 65.5,E.Echeverria,primera_ventana,Zona_04_BSAS_GBA_SurOeste,Maxi,MJ,,
Interior,72,MAXI CHIVILCOY,-34.920739,"-59,9882832",Av MiItre y Ruta 5,E.Echeverria,primera_ventana,Zona_20_Interior_Chivilcoy,Maxi,MV,,
Interior,73,MAXI MADARIAGA,-37.106841,"-56,891166",Ruta 11 y Ruta 74,E.Echeverria,primera_ventana,Zona_01_Interior_MarDelPlata_Tandil_Balcarce,Maxi,LXV,,
Express - AMBA,207,MINI - AV. SAN JUAN 560,-34.621992,"-58,3734901",Avenida San Juan 560,E.Echeverria,primera_ventana,Zona_Express_08_BSAS_Capital_Montserrat_SanNicolas_Retiro,Express,MXJV,,
Express - AMBA,257,Mini Av Independencia 1520,-34.617745,"-58,388253",Avenida Independencia 1520,E.Echeverria,primera_ventana,Zona_Express_09_BSAS_Capital_Sur,Express,LXJV,,
Express - Interior,261,MINI - RIVADAVIA 57,-32.891624,"-68,8404138",Rivadavia 57 Mdza,Malvinas,primera_ventana,Zona_06_Interior_Mendoza_SanJuan,Express,MJ,,
Express - Interior,267,MINI - ROQUE SAENZ PENA 121 Mza,-33.03736,"-68,882369",Roque Saenz Pena 121 Mdza,Malvinas,primera_ventana,Zona_06_Interior_Mendoza_SanJuan,Express,MJ,,
Express - Interior,270,MINI - JOSE INGENIEROS 59 Cba,-31.422701,"-64,4967393",Jose Ingenieros 59,Malvinas,primera_ventana,Zona_Express_15_Cordoba,Express,LXJ,,
Express - AMBA,273,MINI - AV. CABILDO 3722,-34.548825,"-58,4685369",Avenida Cabildo 3722,Malvinas,primera_ventana,Zona_Express_11_BSAS_Capital_Norte,Express,MJS,,
Interior,502,MAXI - JUJUY (502),-24.199024,"-65,3118412",Colectora Ejercito del Norte 1545,Munro,primera_ventana,Zona_21_Salta_Jujuy,Maxi,LJ,,
AMBA,509,MAXI AV. SAN JUAN,-34.625823,"-58,412763",San Juan 3330,Munro,primera_ventana,Zona_44_BSAS_Capital_44,Maxi,MJ,,
Express - AMBA,758,MINI - AV CORRIENTES 3401,-34.604142,"-58,4135087",Avenida Corrientes 3401,E.Echeverria,primera_ventana,Zona_Express_13_BSAS_Capital_Caballito_Flores_Almagro_Boedo,Express,LXV,,
Express - AMBA,759,MINI - J R VELASCO 745,-34.59615,"-58,4387858",Juan Ramirez Velasco 745,Malvinas,primera_ventana,Zona_Express_13_BSAS_Capital_Caballito_Flores_Almagro_Boedo,Express,LXV,,
Express - Interior,871,MINI - JULIO A ROCA 177 Cba,-30.980617,"-64,0982576",Julio A. Roca 177 (Cba),Malvinas,primera_ventana,Zona_Express_15_Cordoba,Express,MV,,
Express - Interior,876,MINI - LUIS AGOTE 3092 CBA,-31.423994,"-64,2286096",Luis Agote 3092,Malvinas,primera_ventana,Zona_Express_15_Cordoba,Express,LX,,
Express - AMBA,877,MINI - AV CABILDO 4300,-34.544556,"-58,4719916",Avenida Cabildo 4300 CABA,Malvinas,primera_ventana,Zona_Express_11_BSAS_Capital_Norte,Express,MJV,,
Express - Interior,163,MINI - SAN JERONIMO 444 CBA,-3.141.889.214,-6.417.850.055,San Jerónimo 444 CBA,Malvinas,primera_ventana,Zona_Express_15_Cordoba,Express,MJ,,
Express - Interior,173,MINI - CASEROS 243 CBA,-3.141.723.493,-6.418.859.102,CASEROS 243 CBA,Malvinas,primera_ventana,Zona_Express_15_Cordoba,Express,MJ,,
Express - AMBA,174,MINI - AV INDEPENDENCIA 2054,-3.461.846.282,-5.839.556.274,Av Independencia 2054,E.Echeverria,primera_ventana,Zona_Express_10_BSAS_Capital_Reco_Balv_SanCrist,Express,LXV,,
Express - AMBA,192,MINI - AV CALLAO 1450 (192),-3.459.226.280,-5.839.243.410,Avenida Callao 1450,E.Echeverria,primera_ventana,Zona_Express_10_BSAS_Capital_Reco_Balv_SanCrist,Express,MJV,,
Express - AMBA,756,MINI - PARAGUAY 3079 (756),-3.459.519.568,-5.841.065.481,Paraguay 3079,E.Echeverria,primera_ventana,Zona_Express_10_BSAS_Capital_Reco_Balv_SanCrist,Express,MJV,,
Express - Interior,869,MINI - AV BELGRANO 140 Cba,-3.165.815.316,-6.442.807.205,Avenida Belgrano 140,Malvinas,primera_ventana,Zona_Express_15_Cordoba,Express,LMJ,,
Express - Interior,875,MINI - BANDERA ANDES 6729 MZA,-3.291.273.650,-6.876.597.980,Bandera de los Andes 6729 Mdza,Malvinas,primera_ventana,Zona_06_Interior_Mendoza_SanJuan,Express,LX,,
